"date","series_id","value","realtime_start","realtime_end"
2023-02-24,"SP500",3970.04,2025-03-05,2025-03-05
2023-02-27,"SP500",3982.24,2025-03-05,2025-03-05
2023-02-28,"SP500",3970.15,2025-03-05,2025-03-05
2023-03-01,"SP500",3951.39,2025-03-05,2025-03-05
2023-03-02,"SP500",3981.35,2025-03-05,2025-03-05
2023-03-03,"SP500",4045.64,2025-03-05,2025-03-05
2023-03-06,"SP500",4048.42,2025-03-05,2025-03-05
2023-03-07,"SP500",3986.37,2025-03-05,2025-03-05
2023-03-08,"SP500",3992.01,2025-03-05,2025-03-05
2023-03-09,"SP500",3918.32,2025-03-05,2025-03-05
2023-03-10,"SP500",3861.59,2025-03-05,2025-03-05
2023-03-13,"SP500",3855.76,2025-03-05,2025-03-05
2023-03-14,"SP500",3919.29,2025-03-05,2025-03-05
2023-03-15,"SP500",3891.93,2025-03-05,2025-03-05
2023-03-16,"SP500",3960.28,2025-03-05,2025-03-05
2023-03-17,"SP500",3916.64,2025-03-05,2025-03-05
2023-03-20,"SP500",3951.57,2025-03-05,2025-03-05
2023-03-21,"SP500",4002.87,2025-03-05,2025-03-05
2023-03-22,"SP500",3936.97,2025-03-05,2025-03-05
2023-03-23,"SP500",3948.72,2025-03-05,2025-03-05
2023-03-24,"SP500",3970.99,2025-03-05,2025-03-05
2023-03-27,"SP500",3977.53,2025-03-05,2025-03-05
2023-03-28,"SP500",3971.27,2025-03-05,2025-03-05
2023-03-29,"SP500",4027.81,2025-03-05,2025-03-05
2023-03-30,"SP500",4050.83,2025-03-05,2025-03-05
2023-03-31,"SP500",4109.31,2025-03-05,2025-03-05
2023-04-03,"SP500",4124.51,2025-03-05,2025-03-05
2023-04-04,"SP500",4100.6,2025-03-05,2025-03-05
2023-04-05,"SP500",4090.38,2025-03-05,2025-03-05
2023-04-06,"SP500",4105.02,2025-03-05,2025-03-05
2023-04-07,"SP500",NA,2025-03-05,2025-03-05
2023-04-10,"SP500",4109.11,2025-03-05,2025-03-05
2023-04-11,"SP500",4108.94,2025-03-05,2025-03-05
2023-04-12,"SP500",4091.95,2025-03-05,2025-03-05
2023-04-13,"SP500",4146.22,2025-03-05,2025-03-05
2023-04-14,"SP500",4137.64,2025-03-05,2025-03-05
2023-04-17,"SP500",4151.32,2025-03-05,2025-03-05
2023-04-18,"SP500",4154.87,2025-03-05,2025-03-05
2023-04-19,"SP500",4154.52,2025-03-05,2025-03-05
2023-04-20,"SP500",4129.79,2025-03-05,2025-03-05
2023-04-21,"SP500",4133.52,2025-03-05,2025-03-05
2023-04-24,"SP500",4137.04,2025-03-05,2025-03-05
2023-04-25,"SP500",4071.63,2025-03-05,2025-03-05
2023-04-26,"SP500",4055.99,2025-03-05,2025-03-05
2023-04-27,"SP500",4135.35,2025-03-05,2025-03-05
2023-04-28,"SP500",4169.48,2025-03-05,2025-03-05
2023-05-01,"SP500",4167.87,2025-03-05,2025-03-05
2023-05-02,"SP500",4119.58,2025-03-05,2025-03-05
2023-05-03,"SP500",4090.75,2025-03-05,2025-03-05
2023-05-04,"SP500",4061.22,2025-03-05,2025-03-05
2023-05-05,"SP500",4136.25,2025-03-05,2025-03-05
2023-05-08,"SP500",4138.12,2025-03-05,2025-03-05
2023-05-09,"SP500",4119.17,2025-03-05,2025-03-05
2023-05-10,"SP500",4137.64,2025-03-05,2025-03-05
2023-05-11,"SP500",4130.62,2025-03-05,2025-03-05
2023-05-12,"SP500",4124.08,2025-03-05,2025-03-05
2023-05-15,"SP500",4136.28,2025-03-05,2025-03-05
2023-05-16,"SP500",4109.9,2025-03-05,2025-03-05
2023-05-17,"SP500",4158.77,2025-03-05,2025-03-05
2023-05-18,"SP500",4198.05,2025-03-05,2025-03-05
2023-05-19,"SP500",4191.98,2025-03-05,2025-03-05
2023-05-22,"SP500",4192.63,2025-03-05,2025-03-05
2023-05-23,"SP500",4145.58,2025-03-05,2025-03-05
2023-05-24,"SP500",4115.24,2025-03-05,2025-03-05
2023-05-25,"SP500",4151.28,2025-03-05,2025-03-05
2023-05-26,"SP500",4205.45,2025-03-05,2025-03-05
2023-05-29,"SP500",NA,2025-03-05,2025-03-05
2023-05-30,"SP500",4205.52,2025-03-05,2025-03-05
2023-05-31,"SP500",4179.83,2025-03-05,2025-03-05
2023-06-01,"SP500",4221.02,2025-03-05,2025-03-05
2023-06-02,"SP500",4282.37,2025-03-05,2025-03-05
2023-06-05,"SP500",4273.79,2025-03-05,2025-03-05
2023-06-06,"SP500",4283.85,2025-03-05,2025-03-05
2023-06-07,"SP500",4267.52,2025-03-05,2025-03-05
2023-06-08,"SP500",4293.93,2025-03-05,2025-03-05
2023-06-09,"SP500",4298.86,2025-03-05,2025-03-05
2023-06-12,"SP500",4338.93,2025-03-05,2025-03-05
2023-06-13,"SP500",4369.01,2025-03-05,2025-03-05
2023-06-14,"SP500",4372.59,2025-03-05,2025-03-05
2023-06-15,"SP500",4425.84,2025-03-05,2025-03-05
2023-06-16,"SP500",4409.59,2025-03-05,2025-03-05
2023-06-19,"SP500",NA,2025-03-05,2025-03-05
2023-06-20,"SP500",4388.71,2025-03-05,2025-03-05
2023-06-21,"SP500",4365.69,2025-03-05,2025-03-05
2023-06-22,"SP500",4381.89,2025-03-05,2025-03-05
2023-06-23,"SP500",4348.33,2025-03-05,2025-03-05
2023-06-26,"SP500",4328.82,2025-03-05,2025-03-05
2023-06-27,"SP500",4378.41,2025-03-05,2025-03-05
2023-06-28,"SP500",4376.86,2025-03-05,2025-03-05
2023-06-29,"SP500",4396.44,2025-03-05,2025-03-05
2023-06-30,"SP500",4450.38,2025-03-05,2025-03-05
2023-07-03,"SP500",4455.59,2025-03-05,2025-03-05
2023-07-04,"SP500",NA,2025-03-05,2025-03-05
2023-07-05,"SP500",4446.82,2025-03-05,2025-03-05
2023-07-06,"SP500",4411.59,2025-03-05,2025-03-05
2023-07-07,"SP500",4398.95,2025-03-05,2025-03-05
2023-07-10,"SP500",4409.53,2025-03-05,2025-03-05
2023-07-11,"SP500",4439.26,2025-03-05,2025-03-05
2023-07-12,"SP500",4472.16,2025-03-05,2025-03-05
2023-07-13,"SP500",4510.04,2025-03-05,2025-03-05
2023-07-14,"SP500",4505.42,2025-03-05,2025-03-05
2023-07-17,"SP500",4522.79,2025-03-05,2025-03-05
2023-07-18,"SP500",4554.98,2025-03-05,2025-03-05
2023-07-19,"SP500",4565.72,2025-03-05,2025-03-05
2023-07-20,"SP500",4534.87,2025-03-05,2025-03-05
2023-07-21,"SP500",4536.34,2025-03-05,2025-03-05
2023-07-24,"SP500",4554.64,2025-03-05,2025-03-05
2023-07-25,"SP500",4567.46,2025-03-05,2025-03-05
2023-07-26,"SP500",4566.75,2025-03-05,2025-03-05
2023-07-27,"SP500",4537.41,2025-03-05,2025-03-05
2023-07-28,"SP500",4582.23,2025-03-05,2025-03-05
2023-07-31,"SP500",4588.96,2025-03-05,2025-03-05
2023-08-01,"SP500",4576.73,2025-03-05,2025-03-05
2023-08-02,"SP500",4513.39,2025-03-05,2025-03-05
2023-08-03,"SP500",4501.89,2025-03-05,2025-03-05
2023-08-04,"SP500",4478.03,2025-03-05,2025-03-05
2023-08-07,"SP500",4518.44,2025-03-05,2025-03-05
2023-08-08,"SP500",4499.38,2025-03-05,2025-03-05
2023-08-09,"SP500",4467.71,2025-03-05,2025-03-05
2023-08-10,"SP500",4468.83,2025-03-05,2025-03-05
2023-08-11,"SP500",4464.05,2025-03-05,2025-03-05
2023-08-14,"SP500",4489.72,2025-03-05,2025-03-05
2023-08-15,"SP500",4437.86,2025-03-05,2025-03-05
2023-08-16,"SP500",4404.33,2025-03-05,2025-03-05
2023-08-17,"SP500",4370.36,2025-03-05,2025-03-05
2023-08-18,"SP500",4369.71,2025-03-05,2025-03-05
2023-08-21,"SP500",4399.77,2025-03-05,2025-03-05
2023-08-22,"SP500",4387.55,2025-03-05,2025-03-05
2023-08-23,"SP500",4436.01,2025-03-05,2025-03-05
2023-08-24,"SP500",4376.31,2025-03-05,2025-03-05
2023-08-25,"SP500",4405.71,2025-03-05,2025-03-05
2023-08-28,"SP500",4433.31,2025-03-05,2025-03-05
2023-08-29,"SP500",4497.63,2025-03-05,2025-03-05
2023-08-30,"SP500",4514.87,2025-03-05,2025-03-05
2023-08-31,"SP500",4507.66,2025-03-05,2025-03-05
2023-09-01,"SP500",4515.77,2025-03-05,2025-03-05
2023-09-04,"SP500",NA,2025-03-05,2025-03-05
2023-09-05,"SP500",4496.83,2025-03-05,2025-03-05
2023-09-06,"SP500",4465.48,2025-03-05,2025-03-05
2023-09-07,"SP500",4451.14,2025-03-05,2025-03-05
2023-09-08,"SP500",4457.49,2025-03-05,2025-03-05
2023-09-11,"SP500",4487.46,2025-03-05,2025-03-05
2023-09-12,"SP500",4461.9,2025-03-05,2025-03-05
2023-09-13,"SP500",4467.44,2025-03-05,2025-03-05
2023-09-14,"SP500",4505.1,2025-03-05,2025-03-05
2023-09-15,"SP500",4450.32,2025-03-05,2025-03-05
2023-09-18,"SP500",4453.53,2025-03-05,2025-03-05
2023-09-19,"SP500",4443.95,2025-03-05,2025-03-05
2023-09-20,"SP500",4402.2,2025-03-05,2025-03-05
2023-09-21,"SP500",4330,2025-03-05,2025-03-05
2023-09-22,"SP500",4320.06,2025-03-05,2025-03-05
2023-09-25,"SP500",4337.44,2025-03-05,2025-03-05
2023-09-26,"SP500",4273.53,2025-03-05,2025-03-05
2023-09-27,"SP500",4274.51,2025-03-05,2025-03-05
2023-09-28,"SP500",4299.7,2025-03-05,2025-03-05
2023-09-29,"SP500",4288.05,2025-03-05,2025-03-05
2023-10-02,"SP500",4288.39,2025-03-05,2025-03-05
2023-10-03,"SP500",4229.45,2025-03-05,2025-03-05
2023-10-04,"SP500",4263.75,2025-03-05,2025-03-05
2023-10-05,"SP500",4258.19,2025-03-05,2025-03-05
2023-10-06,"SP500",4308.5,2025-03-05,2025-03-05
2023-10-09,"SP500",4335.66,2025-03-05,2025-03-05
2023-10-10,"SP500",4358.24,2025-03-05,2025-03-05
2023-10-11,"SP500",4376.95,2025-03-05,2025-03-05
2023-10-12,"SP500",4349.61,2025-03-05,2025-03-05
2023-10-13,"SP500",4327.78,2025-03-05,2025-03-05
2023-10-16,"SP500",4373.63,2025-03-05,2025-03-05
2023-10-17,"SP500",4373.2,2025-03-05,2025-03-05
2023-10-18,"SP500",4314.6,2025-03-05,2025-03-05
2023-10-19,"SP500",4278,2025-03-05,2025-03-05
2023-10-20,"SP500",4224.16,2025-03-05,2025-03-05
2023-10-23,"SP500",4217.04,2025-03-05,2025-03-05
2023-10-24,"SP500",4247.68,2025-03-05,2025-03-05
2023-10-25,"SP500",4186.77,2025-03-05,2025-03-05
2023-10-26,"SP500",4137.23,2025-03-05,2025-03-05
2023-10-27,"SP500",4117.37,2025-03-05,2025-03-05
2023-10-30,"SP500",4166.82,2025-03-05,2025-03-05
2023-10-31,"SP500",4193.8,2025-03-05,2025-03-05
2023-11-01,"SP500",4237.86,2025-03-05,2025-03-05
2023-11-02,"SP500",4317.78,2025-03-05,2025-03-05
2023-11-03,"SP500",4358.34,2025-03-05,2025-03-05
2023-11-06,"SP500",4365.98,2025-03-05,2025-03-05
2023-11-07,"SP500",4378.38,2025-03-05,2025-03-05
2023-11-08,"SP500",4382.78,2025-03-05,2025-03-05
2023-11-09,"SP500",4347.35,2025-03-05,2025-03-05
2023-11-10,"SP500",4415.24,2025-03-05,2025-03-05
2023-11-13,"SP500",4411.55,2025-03-05,2025-03-05
2023-11-14,"SP500",4495.7,2025-03-05,2025-03-05
2023-11-15,"SP500",4502.88,2025-03-05,2025-03-05
2023-11-16,"SP500",4508.24,2025-03-05,2025-03-05
2023-11-17,"SP500",4514.02,2025-03-05,2025-03-05
2023-11-20,"SP500",4547.38,2025-03-05,2025-03-05
2023-11-21,"SP500",4538.19,2025-03-05,2025-03-05
2023-11-22,"SP500",4556.62,2025-03-05,2025-03-05
2023-11-23,"SP500",NA,2025-03-05,2025-03-05
2023-11-24,"SP500",4559.34,2025-03-05,2025-03-05
2023-11-27,"SP500",4550.43,2025-03-05,2025-03-05
2023-11-28,"SP500",4554.89,2025-03-05,2025-03-05
2023-11-29,"SP500",4550.58,2025-03-05,2025-03-05
2023-11-30,"SP500",4567.8,2025-03-05,2025-03-05
2023-12-01,"SP500",4594.63,2025-03-05,2025-03-05
2023-12-04,"SP500",4569.78,2025-03-05,2025-03-05
2023-12-05,"SP500",4567.18,2025-03-05,2025-03-05
2023-12-06,"SP500",4549.34,2025-03-05,2025-03-05
2023-12-07,"SP500",4585.59,2025-03-05,2025-03-05
2023-12-08,"SP500",4604.37,2025-03-05,2025-03-05
2023-12-11,"SP500",4622.44,2025-03-05,2025-03-05
2023-12-12,"SP500",4643.7,2025-03-05,2025-03-05
2023-12-13,"SP500",4707.09,2025-03-05,2025-03-05
2023-12-14,"SP500",4719.55,2025-03-05,2025-03-05
2023-12-15,"SP500",4719.19,2025-03-05,2025-03-05
2023-12-18,"SP500",4740.56,2025-03-05,2025-03-05
2023-12-19,"SP500",4768.37,2025-03-05,2025-03-05
2023-12-20,"SP500",4698.35,2025-03-05,2025-03-05
2023-12-21,"SP500",4746.75,2025-03-05,2025-03-05
2023-12-22,"SP500",4754.63,2025-03-05,2025-03-05
2023-12-25,"SP500",NA,2025-03-05,2025-03-05
2023-12-26,"SP500",4774.75,2025-03-05,2025-03-05
2023-12-27,"SP500",4781.58,2025-03-05,2025-03-05
2023-12-28,"SP500",4783.35,2025-03-05,2025-03-05
2023-12-29,"SP500",4769.83,2025-03-05,2025-03-05
2024-01-01,"SP500",NA,2025-03-05,2025-03-05
2024-01-02,"SP500",4742.83,2025-03-05,2025-03-05
2024-01-03,"SP500",4704.81,2025-03-05,2025-03-05
2024-01-04,"SP500",4688.68,2025-03-05,2025-03-05
2024-01-05,"SP500",4697.24,2025-03-05,2025-03-05
2024-01-08,"SP500",4763.54,2025-03-05,2025-03-05
2024-01-09,"SP500",4756.5,2025-03-05,2025-03-05
2024-01-10,"SP500",4783.45,2025-03-05,2025-03-05
2024-01-11,"SP500",4780.24,2025-03-05,2025-03-05
2024-01-12,"SP500",4783.83,2025-03-05,2025-03-05
2024-01-15,"SP500",NA,2025-03-05,2025-03-05
2024-01-16,"SP500",4765.98,2025-03-05,2025-03-05
2024-01-17,"SP500",4739.21,2025-03-05,2025-03-05
2024-01-18,"SP500",4780.94,2025-03-05,2025-03-05
2024-01-19,"SP500",4839.81,2025-03-05,2025-03-05
2024-01-22,"SP500",4850.43,2025-03-05,2025-03-05
2024-01-23,"SP500",4864.6,2025-03-05,2025-03-05
2024-01-24,"SP500",4868.55,2025-03-05,2025-03-05
2024-01-25,"SP500",4894.16,2025-03-05,2025-03-05
2024-01-26,"SP500",4890.97,2025-03-05,2025-03-05
2024-01-29,"SP500",4927.93,2025-03-05,2025-03-05
2024-01-30,"SP500",4924.97,2025-03-05,2025-03-05
2024-01-31,"SP500",4845.65,2025-03-05,2025-03-05
2024-02-01,"SP500",4906.19,2025-03-05,2025-03-05
2024-02-02,"SP500",4958.61,2025-03-05,2025-03-05
2024-02-05,"SP500",4942.81,2025-03-05,2025-03-05
2024-02-06,"SP500",4954.23,2025-03-05,2025-03-05
2024-02-07,"SP500",4995.06,2025-03-05,2025-03-05
2024-02-08,"SP500",4997.91,2025-03-05,2025-03-05
2024-02-09,"SP500",5026.61,2025-03-05,2025-03-05
2024-02-12,"SP500",5021.84,2025-03-05,2025-03-05
2024-02-13,"SP500",4953.17,2025-03-05,2025-03-05
2024-02-14,"SP500",5000.62,2025-03-05,2025-03-05
2024-02-15,"SP500",5029.73,2025-03-05,2025-03-05
2024-02-16,"SP500",5005.57,2025-03-05,2025-03-05
2024-02-19,"SP500",NA,2025-03-05,2025-03-05
2024-02-20,"SP500",4975.51,2025-03-05,2025-03-05
2024-02-21,"SP500",4981.8,2025-03-05,2025-03-05
2024-02-22,"SP500",5087.03,2025-03-05,2025-03-05
2024-02-23,"SP500",5088.8,2025-03-05,2025-03-05
2024-02-26,"SP500",5069.53,2025-03-05,2025-03-05
2024-02-27,"SP500",5078.18,2025-03-05,2025-03-05
2024-02-28,"SP500",5069.76,2025-03-05,2025-03-05
2024-02-29,"SP500",5096.27,2025-03-05,2025-03-05
2024-03-01,"SP500",5137.08,2025-03-05,2025-03-05
2024-03-04,"SP500",5130.95,2025-03-05,2025-03-05
2024-03-05,"SP500",5078.65,2025-03-05,2025-03-05
2024-03-06,"SP500",5104.76,2025-03-05,2025-03-05
2024-03-07,"SP500",5157.36,2025-03-05,2025-03-05
2024-03-08,"SP500",5123.69,2025-03-05,2025-03-05
2024-03-11,"SP500",5117.94,2025-03-05,2025-03-05
2024-03-12,"SP500",5175.27,2025-03-05,2025-03-05
2024-03-13,"SP500",5165.31,2025-03-05,2025-03-05
2024-03-14,"SP500",5150.48,2025-03-05,2025-03-05
2024-03-15,"SP500",5117.09,2025-03-05,2025-03-05
2024-03-18,"SP500",5149.42,2025-03-05,2025-03-05
2024-03-19,"SP500",5178.51,2025-03-05,2025-03-05
2024-03-20,"SP500",5224.62,2025-03-05,2025-03-05
2024-03-21,"SP500",5241.53,2025-03-05,2025-03-05
2024-03-22,"SP500",5234.18,2025-03-05,2025-03-05
2024-03-25,"SP500",5218.19,2025-03-05,2025-03-05
2024-03-26,"SP500",5203.58,2025-03-05,2025-03-05
2024-03-27,"SP500",5248.49,2025-03-05,2025-03-05
2024-03-28,"SP500",5254.35,2025-03-05,2025-03-05
2024-03-29,"SP500",NA,2025-03-05,2025-03-05
2024-04-01,"SP500",5243.77,2025-03-05,2025-03-05
2024-04-02,"SP500",5205.81,2025-03-05,2025-03-05
2024-04-03,"SP500",5211.49,2025-03-05,2025-03-05
2024-04-04,"SP500",5147.21,2025-03-05,2025-03-05
2024-04-05,"SP500",5204.34,2025-03-05,2025-03-05
2024-04-08,"SP500",5202.39,2025-03-05,2025-03-05
2024-04-09,"SP500",5209.91,2025-03-05,2025-03-05
2024-04-10,"SP500",5160.64,2025-03-05,2025-03-05
2024-04-11,"SP500",5199.06,2025-03-05,2025-03-05
2024-04-12,"SP500",5123.41,2025-03-05,2025-03-05
2024-04-15,"SP500",5061.82,2025-03-05,2025-03-05
2024-04-16,"SP500",5051.41,2025-03-05,2025-03-05
2024-04-17,"SP500",5022.21,2025-03-05,2025-03-05
2024-04-18,"SP500",5011.12,2025-03-05,2025-03-05
2024-04-19,"SP500",4967.23,2025-03-05,2025-03-05
2024-04-22,"SP500",5010.6,2025-03-05,2025-03-05
2024-04-23,"SP500",5070.55,2025-03-05,2025-03-05
2024-04-24,"SP500",5071.63,2025-03-05,2025-03-05
2024-04-25,"SP500",5048.42,2025-03-05,2025-03-05
2024-04-26,"SP500",5099.96,2025-03-05,2025-03-05
2024-04-29,"SP500",5116.17,2025-03-05,2025-03-05
2024-04-30,"SP500",5035.69,2025-03-05,2025-03-05
2024-05-01,"SP500",5018.39,2025-03-05,2025-03-05
2024-05-02,"SP500",5064.2,2025-03-05,2025-03-05
2024-05-03,"SP500",5127.79,2025-03-05,2025-03-05
2024-05-06,"SP500",5180.74,2025-03-05,2025-03-05
2024-05-07,"SP500",5187.7,2025-03-05,2025-03-05
2024-05-08,"SP500",5187.67,2025-03-05,2025-03-05
2024-05-09,"SP500",5214.08,2025-03-05,2025-03-05
2024-05-10,"SP500",5222.68,2025-03-05,2025-03-05
2024-05-13,"SP500",5221.42,2025-03-05,2025-03-05
2024-05-14,"SP500",5246.68,2025-03-05,2025-03-05
2024-05-15,"SP500",5308.15,2025-03-05,2025-03-05
2024-05-16,"SP500",5297.1,2025-03-05,2025-03-05
2024-05-17,"SP500",5303.27,2025-03-05,2025-03-05
2024-05-20,"SP500",5308.13,2025-03-05,2025-03-05
2024-05-21,"SP500",5321.41,2025-03-05,2025-03-05
2024-05-22,"SP500",5307.01,2025-03-05,2025-03-05
2024-05-23,"SP500",5267.84,2025-03-05,2025-03-05
2024-05-24,"SP500",5304.72,2025-03-05,2025-03-05
2024-05-27,"SP500",NA,2025-03-05,2025-03-05
2024-05-28,"SP500",5306.04,2025-03-05,2025-03-05
2024-05-29,"SP500",5266.95,2025-03-05,2025-03-05
2024-05-30,"SP500",5235.48,2025-03-05,2025-03-05
2024-05-31,"SP500",5277.51,2025-03-05,2025-03-05
2024-06-03,"SP500",5283.4,2025-03-05,2025-03-05
2024-06-04,"SP500",5291.34,2025-03-05,2025-03-05
2024-06-05,"SP500",5354.03,2025-03-05,2025-03-05
2024-06-06,"SP500",5352.96,2025-03-05,2025-03-05
2024-06-07,"SP500",5346.99,2025-03-05,2025-03-05
2024-06-10,"SP500",5360.79,2025-03-05,2025-03-05
2024-06-11,"SP500",5375.32,2025-03-05,2025-03-05
2024-06-12,"SP500",5421.03,2025-03-05,2025-03-05
2024-06-13,"SP500",5433.74,2025-03-05,2025-03-05
2024-06-14,"SP500",5431.6,2025-03-05,2025-03-05
2024-06-17,"SP500",5473.23,2025-03-05,2025-03-05
2024-06-18,"SP500",5487.03,2025-03-05,2025-03-05
2024-06-19,"SP500",NA,2025-03-05,2025-03-05
2024-06-20,"SP500",5473.17,2025-03-05,2025-03-05
2024-06-21,"SP500",5464.62,2025-03-05,2025-03-05
2024-06-24,"SP500",5447.87,2025-03-05,2025-03-05
2024-06-25,"SP500",5469.3,2025-03-05,2025-03-05
2024-06-26,"SP500",5477.9,2025-03-05,2025-03-05
2024-06-27,"SP500",5482.87,2025-03-05,2025-03-05
2024-06-28,"SP500",5460.48,2025-03-05,2025-03-05
2024-07-01,"SP500",5475.09,2025-03-05,2025-03-05
2024-07-02,"SP500",5509.01,2025-03-05,2025-03-05
2024-07-03,"SP500",5537.02,2025-03-05,2025-03-05
2024-07-04,"SP500",NA,2025-03-05,2025-03-05
2024-07-05,"SP500",5567.19,2025-03-05,2025-03-05
2024-07-08,"SP500",5572.85,2025-03-05,2025-03-05
2024-07-09,"SP500",5576.98,2025-03-05,2025-03-05
2024-07-10,"SP500",5633.91,2025-03-05,2025-03-05
2024-07-11,"SP500",5584.54,2025-03-05,2025-03-05
2024-07-12,"SP500",5615.35,2025-03-05,2025-03-05
2024-07-15,"SP500",5631.22,2025-03-05,2025-03-05
2024-07-16,"SP500",5667.2,2025-03-05,2025-03-05
2024-07-17,"SP500",5588.27,2025-03-05,2025-03-05
2024-07-18,"SP500",5544.59,2025-03-05,2025-03-05
2024-07-19,"SP500",5505,2025-03-05,2025-03-05
2024-07-22,"SP500",5564.41,2025-03-05,2025-03-05
2024-07-23,"SP500",5555.74,2025-03-05,2025-03-05
2024-07-24,"SP500",5427.13,2025-03-05,2025-03-05
2024-07-25,"SP500",5399.22,2025-03-05,2025-03-05
2024-07-26,"SP500",5459.1,2025-03-05,2025-03-05
2024-07-29,"SP500",5463.54,2025-03-05,2025-03-05
2024-07-30,"SP500",5436.44,2025-03-05,2025-03-05
2024-07-31,"SP500",5522.3,2025-03-05,2025-03-05
2024-08-01,"SP500",5446.68,2025-03-05,2025-03-05
2024-08-02,"SP500",5346.56,2025-03-05,2025-03-05
2024-08-05,"SP500",5186.33,2025-03-05,2025-03-05
2024-08-06,"SP500",5240.03,2025-03-05,2025-03-05
2024-08-07,"SP500",5199.5,2025-03-05,2025-03-05
2024-08-08,"SP500",5319.31,2025-03-05,2025-03-05
2024-08-09,"SP500",5344.16,2025-03-05,2025-03-05
2024-08-12,"SP500",5344.39,2025-03-05,2025-03-05
2024-08-13,"SP500",5434.43,2025-03-05,2025-03-05
2024-08-14,"SP500",5455.21,2025-03-05,2025-03-05
2024-08-15,"SP500",5543.22,2025-03-05,2025-03-05
2024-08-16,"SP500",5554.25,2025-03-05,2025-03-05
2024-08-19,"SP500",5608.25,2025-03-05,2025-03-05
2024-08-20,"SP500",5597.12,2025-03-05,2025-03-05
2024-08-21,"SP500",5620.85,2025-03-05,2025-03-05
2024-08-22,"SP500",5570.64,2025-03-05,2025-03-05
2024-08-23,"SP500",5634.61,2025-03-05,2025-03-05
2024-08-26,"SP500",5616.84,2025-03-05,2025-03-05
2024-08-27,"SP500",5625.8,2025-03-05,2025-03-05
2024-08-28,"SP500",5592.18,2025-03-05,2025-03-05
2024-08-29,"SP500",5591.96,2025-03-05,2025-03-05
2024-08-30,"SP500",5648.4,2025-03-05,2025-03-05
2024-09-02,"SP500",NA,2025-03-05,2025-03-05
2024-09-03,"SP500",5528.93,2025-03-05,2025-03-05
2024-09-04,"SP500",5520.07,2025-03-05,2025-03-05
2024-09-05,"SP500",5503.41,2025-03-05,2025-03-05
2024-09-06,"SP500",5408.42,2025-03-05,2025-03-05
2024-09-09,"SP500",5471.05,2025-03-05,2025-03-05
2024-09-10,"SP500",5495.52,2025-03-05,2025-03-05
2024-09-11,"SP500",5554.13,2025-03-05,2025-03-05
2024-09-12,"SP500",5595.76,2025-03-05,2025-03-05
2024-09-13,"SP500",5626.02,2025-03-05,2025-03-05
2024-09-16,"SP500",5633.09,2025-03-05,2025-03-05
2024-09-17,"SP500",5634.58,2025-03-05,2025-03-05
2024-09-18,"SP500",5618.26,2025-03-05,2025-03-05
2024-09-19,"SP500",5713.64,2025-03-05,2025-03-05
2024-09-20,"SP500",5702.55,2025-03-05,2025-03-05
2024-09-23,"SP500",5718.57,2025-03-05,2025-03-05
2024-09-24,"SP500",5732.93,2025-03-05,2025-03-05
2024-09-25,"SP500",5722.26,2025-03-05,2025-03-05
2024-09-26,"SP500",5745.37,2025-03-05,2025-03-05
2024-09-27,"SP500",5738.17,2025-03-05,2025-03-05
2024-09-30,"SP500",5762.48,2025-03-05,2025-03-05
2024-10-01,"SP500",5708.75,2025-03-05,2025-03-05
2024-10-02,"SP500",5709.54,2025-03-05,2025-03-05
2024-10-03,"SP500",5699.94,2025-03-05,2025-03-05
2024-10-04,"SP500",5751.07,2025-03-05,2025-03-05
2024-10-07,"SP500",5695.94,2025-03-05,2025-03-05
2024-10-08,"SP500",5751.13,2025-03-05,2025-03-05
2024-10-09,"SP500",5792.04,2025-03-05,2025-03-05
2024-10-10,"SP500",5780.05,2025-03-05,2025-03-05
2024-10-11,"SP500",5815.03,2025-03-05,2025-03-05
2024-10-14,"SP500",5859.85,2025-03-05,2025-03-05
2024-10-15,"SP500",5815.26,2025-03-05,2025-03-05
2024-10-16,"SP500",5842.47,2025-03-05,2025-03-05
2024-10-17,"SP500",5841.47,2025-03-05,2025-03-05
2024-10-18,"SP500",5864.67,2025-03-05,2025-03-05
2024-10-21,"SP500",5853.98,2025-03-05,2025-03-05
2024-10-22,"SP500",5851.2,2025-03-05,2025-03-05
2024-10-23,"SP500",5797.42,2025-03-05,2025-03-05
2024-10-24,"SP500",5809.86,2025-03-05,2025-03-05
2024-10-25,"SP500",5808.12,2025-03-05,2025-03-05
2024-10-28,"SP500",5823.52,2025-03-05,2025-03-05
2024-10-29,"SP500",5832.92,2025-03-05,2025-03-05
2024-10-30,"SP500",5813.67,2025-03-05,2025-03-05
2024-10-31,"SP500",5705.45,2025-03-05,2025-03-05
2024-11-01,"SP500",5728.8,2025-03-05,2025-03-05
2024-11-04,"SP500",5712.69,2025-03-05,2025-03-05
2024-11-05,"SP500",5782.76,2025-03-05,2025-03-05
2024-11-06,"SP500",5929.04,2025-03-05,2025-03-05
2024-11-07,"SP500",5973.1,2025-03-05,2025-03-05
2024-11-08,"SP500",5995.54,2025-03-05,2025-03-05
2024-11-11,"SP500",6001.35,2025-03-05,2025-03-05
2024-11-12,"SP500",5983.99,2025-03-05,2025-03-05
2024-11-13,"SP500",5985.38,2025-03-05,2025-03-05
2024-11-14,"SP500",5949.17,2025-03-05,2025-03-05
2024-11-15,"SP500",5870.62,2025-03-05,2025-03-05
2024-11-18,"SP500",5893.62,2025-03-05,2025-03-05
